system:index,B11_S2A,B11_S2B,B12_S2A,B12_S2B,B1_S2A,B1_S2B,B2_S2A,B2_S2B,B3_S2A,B3_S2B,B4_S2A,B4_S2B,B5_S2A,B5_S2B,B6_S2A,B6_S2B,B7_S2A,B7_S2B,B8A_S2A,B8A_S2B,B8_S2A,B8_S2B,B9_S2A,B9_S2B,WVP_S2A,WVP_S2B,classProb_S2A,classProb_S2B,class_S2A,class_S2B,dist_emd,dist_sam,dist_sed,dist_sid,spc_S2A,spc_S2B,.geo
1043,79,79,60,70,288,411,377,523,604,647,551,548,932,922,829,746,827,784,602,600,1028,949,331,303,1350,1423,0.64463943,0.9571346,4.0,4.0,2372.0,0.0953713452580028,59599.0,0.046318169957175616,29.797592,23.909554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1044,125,94,67,76,381,474,412,564,636,680,553,578,918,907,809,730,865,802,645,652,822,761,439,394,1350,1423,0.47747427,0.89478254,4.0,4.0,2250.0,0.09313980704008962,56811.0,0.04209887785470365,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1045,259,209,125,120,294,389,404,516,616,642,558,580,1061,1052,1286,1228,1348,1347,1380,1273,1676,1626,455,438,1350,1423,0.8436757,0.8411242,4.0,4.0,1744.0,0.06209057742669443,48267.0,0.024511227839151366,63.927017,59.404205,"{""type"":""MultiPoint"",""coordinates"":[]}"
1046,50,41,55,24,287,398,391,512,590,619,522,538,917,895,869,809,927,892,778,666,886,802,114,50,1350,1423,0.8513984,0.724553,4.0,4.0,1833.0,0.0986170256716014,63435.0,0.07305074639378097,22.301418,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1047,48,31,42,28,292,382,366,531,602,630,553,549,917,919,923,901,978,907,822,710,884,822,121,29,1350,1423,0.42960298,0.53987515,4.0,4.0,1916.0,0.10297989967449042,72320.0,0.10027362380896535,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1048,252,234,159,153,299,413,385,514,596,616,532,576,897,879,891,867,968,935,907,826,832,854,843,792,1350,1423,0.88295966,0.9587203,4.0,4.0,2805.0,0.07995572045917457,49297.0,0.03434417735381638,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1049,422,382,259,248,299,413,422,559,608,664,568,590,950,953,964,953,1151,1100,1084,1097,975,965,843,792,1350,1423,0.62255275,0.9751406,4.0,4.0,3473.0,0.0709052571751658,48036.0,0.029821579273259284,23.204586,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1050,84,65,47,41,230,344,167,340,260,356,209,274,478,451,323,312,412,328,244,178,330,298,157,136,1350,1423,0.9798354,0.8221315,4.0,4.0,3914.0,0.15455914794393633,75819.0,0.15335637591484882,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1051,269,235,173,136,323,431,384,517,591,618,545,596,886,892,840,775,978,877,1032,903,912,858,477,393,1350,1423,0.97865534,0.990961,4.0,4.0,2127.0,0.10472645418279687,81612.0,0.054035060482018955,21.159752,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1052,403,328,245,205,323,431,616,683,805,797,792,770,1111,1027,1097,1039,1263,1078,1317,1152,1458,1328,477,393,1350,1423,0.9806157,0.88999635,4.0,4.0,3845.0,0.08743145905954973,125081.0,0.036312461927019785,28.74976,23.582382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1053,403,328,245,205,323,431,622,664,892,830,807,773,1111,1027,1097,1039,1263,1078,1317,1152,1488,1394,477,393,1350,1423,0.9808545,0.9133832,4.0,4.0,4125.0,0.08197846416107478,118744.0,0.032668855749294054,28.875713,27.127457,"{""type"":""MultiPoint"",""coordinates"":[]}"
1054,300,238,191,128,323,431,483,613,705,706,678,667,872,864,871,725,960,879,1056,955,1302,1100,477,393,1350,1423,0.6684265,0.94219893,4.0,4.0,3177.0,0.11441129837235715,127830.0,0.0620580300011746,32.044968,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1055,300,238,191,128,323,431,362,498,546,550,554,528,872,864,871,725,960,879,1056,955,946,849,477,393,1350,1423,0.89345366,0.9708383,4.0,4.0,2586.0,0.11130384766827289,98601.0,0.06571657475537057,22.785015,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1056,143,108,96,86,357,480,410,485,575,582,564,534,846,834,702,552,763,636,672,559,848,716,391,301,1350,1423,0.6932638,0.87486196,4.0,4.0,3253.0,0.13028752404452593,105423.0,0.07126096213585274,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1057,116,130,75,71,356,459,344,469,532,558,472,467,725,738,505,462,537,555,434,420,680,640,596,481,1350,1423,0.9213684,0.68694824,4.0,4.0,2447.0,0.09947536459826292,49839.0,0.046068407651262244,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1058,187,128,103,89,290,399,312,473,530,602,476,500,844,855,941,832,899,966,1042,783,1050,1012,817,824,1350,1423,0.9927101,0.8817516,4.0,4.0,2669.0,0.13304780923499082,137633.0,0.08439034038897739,42.539818,36.083702,"{""type"":""MultiPoint"",""coordinates"":[]}"
1059,245,243,133,124,301,375,457,544,702,710,631,636,1100,1110,1427,1368,1503,1498,1560,1508,1310,1288,1088,965,1350,1423,0.456028,0.5129244,4.0,4.0,1253.0,0.05326322608849177,40471.0,0.015187532830928085,38.009975,36.127235,"{""type"":""MultiPoint"",""coordinates"":[]}"
1060,111,119,79,96,339,438,386,463,546,572,472,483,734,730,544,514,580,516,430,362,550,560,343,303,1350,1423,0.95552874,0.5290192,4.0,4.0,1695.0,0.08300289027995464,33545.0,0.03428990273305476,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1061,273,225,177,137,299,413,352,404,485,526,458,474,822,822,960,914,1091,1008,1110,1006,1100,1074,843,792,1350,1423,0.92532676,0.98824304,4.0,4.0,1573.0,0.07540976876824992,49968.0,0.03220757041487589,48.720207,44.509926,"{""type"":""MultiPoint"",""coordinates"":[]}"
1062,252,234,159,153,299,413,356,442,544,560,512,500,897,879,891,867,968,935,907,826,878,844,843,792,1350,1423,0.82952416,0.8111091,4.0,4.0,1423.0,0.07182145162926724,38788.0,0.027838684541010607,23.125008,21.859165,"{""type"":""MultiPoint"",""coordinates"":[]}"
1063,252,234,159,153,299,413,333,505,540,602,519,561,897,879,891,867,968,935,907,826,869,968,843,792,1350,1423,0.5284622,0.5506581,4.0,4.0,4225.0,0.096059946876852,74829.0,0.049426930653033295,21.206886,23.62014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1064,422,382,259,248,299,413,403,550,582,602,531,575,950,953,964,953,1151,1100,1084,1097,1122,1054,843,792,1350,1423,0.7784781,0.9764197,4.0,4.0,3069.0,0.0759880308246153,54116.0,0.03378461572312327,39.336914,28.413452,"{""type"":""MultiPoint"",""coordinates"":[]}"
1065,422,382,259,248,299,413,412,520,614,616,557,600,950,953,964,953,1151,1100,1084,1097,1180,1188,843,792,1350,1423,0.68107694,0.77357364,4.0,4.0,2849.0,0.062806637116841,39128.0,0.024555420039740476,39.531788,34.40349,"{""type"":""MultiPoint"",""coordinates"":[]}"
1066,995,856,590,547,338,436,890,944,1180,1166,1250,1204,1655,1572,1799,1644,1877,1779,2025,1865,2120,2140,559,525,1350,1423,0.4868997,0.47877806,4.0,4.0,3261.0,0.05556817711629498,109005.0,0.01624509903658284,22.239048,25.980335,"{""type"":""MultiPoint"",""coordinates"":[]}"
1067,84,65,47,41,230,344,167,315,259,340,204,211,478,451,323,312,412,328,244,178,278,220,157,136,1350,1423,0.9635101,0.92591965,4.0,4.0,2713.0,0.14481139877873422,63303.0,0.1353720032195933,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1068,84,65,47,41,230,344,200,333,259,323,166,198,478,451,323,312,412,328,244,178,288,256,157,136,1350,1423,0.9993549,0.7357095,4.0,4.0,2752.0,0.1338403914896903,55258.0,0.1114238736360741,24.056389,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1069,778,658,490,403,465,562,548,626,826,853,806,805,1507,1450,1628,1533,1834,1656,1790,1629,1540,1318,620,566,1350,1423,0.44246963,0.48545697,4.0,4.0,4232.0,0.07531756940747662,165600.0,0.027931171052274995,31.652924,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1070,587,445,368,265,419,519,446,562,714,731,666,642,1302,1182,1439,1265,1604,1227,1493,1170,1156,875,346,289,1350,1423,0.95272756,0.5614572,4.0,4.0,7863.0,0.1395522269876174,433767.0,0.08125173643124557,24.092995,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1071,344,263,203,171,312,423,198,384,433,444,381,428,807,800,1044,999,1144,1084,1438,1283,1538,1456,395,306,1350,1423,0.5701512,0.60577947,4.0,4.0,2439.0,0.09992222034100934,106505.0,0.07841949127565546,81.558105,71.70412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1072,269,235,173,136,323,431,352,502,568,594,498,561,886,892,840,775,978,877,1032,903,772,714,477,393,1350,1423,0.9790485,0.941352,4.0,4.0,2176.0,0.11165546750142784,88186.0,0.06227220481282572,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1073,269,235,173,136,323,431,388,505,562,588,592,571,886,892,840,775,978,877,1032,903,920,881,477,393,1350,1423,0.6909943,0.9965402,4.0,4.0,2034.0,0.09862760240018979,74004.0,0.04783794692674245,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1074,403,328,245,205,323,431,448,522,601,588,588,564,1111,1027,1097,1039,1263,1078,1317,1152,1176,1108,477,393,1350,1423,0.99556714,0.9915588,4.0,4.0,3482.0,0.09096284306523762,113989.0,0.03916279687963581,35.173332,33.80124,"{""type"":""MultiPoint"",""coordinates"":[]}"
1075,403,328,245,205,323,431,475,534,661,668,642,636,1111,1027,1097,1039,1263,1078,1317,1152,1154,1046,477,393,1350,1423,0.9893443,0.9712256,4.0,4.0,3620.0,0.09153835133074627,118374.0,0.038848967208184586,26.870514,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1076,300,238,191,128,323,431,509,568,678,666,622,636,872,864,871,725,960,879,1056,955,1052,940,477,393,1350,1423,0.95886344,0.79924965,4.0,4.0,2718.0,0.09829921339583236,86369.0,0.04887791807028743,22.01701,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1077,300,238,191,128,323,431,397,550,556,588,555,562,872,864,871,725,960,879,1056,955,942,800,477,393,1350,1423,0.94527185,0.908151,4.0,4.0,2736.0,0.12105572795266244,114650.0,0.07380610555976151,22.300438,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1078,143,108,96,86,357,480,375,508,560,616,512,536,846,834,702,552,763,636,672,559,656,525,391,301,1350,1423,0.773961,0.6410481,4.0,4.0,2862.0,0.1475379832944081,119987.0,0.09595087858789218,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1079,116,130,75,71,356,459,363,462,545,594,490,487,725,738,505,462,537,555,434,420,492,501,596,481,1350,1423,0.6538572,0.63411826,4.0,4.0,2702.0,0.09238572112390168,44205.0,0.03899281941640844,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1080,274,216,139,116,293,406,364,500,549,586,492,530,913,924,967,920,1069,1076,983,994,1136,1144,1022,1017,1350,1423,0.6780759,0.9062033,4.0,4.0,3823.0,0.06713779143115584,45889.0,0.03348750900786014,45.88305,40.929226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1081,245,243,133,124,301,375,418,534,648,684,594,616,1100,1110,1427,1368,1503,1498,1560,1508,1656,1584,1088,965,1350,1423,0.50253105,0.8911665,4.0,4.0,1681.0,0.0587392046891793,52749.0,0.01997901886979165,59.03232,53.526398,"{""type"":""MultiPoint"",""coordinates"":[]}"
1082,245,243,133,124,301,375,498,564,686,678,616,630,1100,1110,1427,1368,1503,1498,1560,1508,1634,1650,1088,965,1350,1423,0.9673468,0.849551,4.0,4.0,1083.0,0.04974550951249012,37201.0,0.01276915310860257,55.667587,54.794205,"{""type"":""MultiPoint"",""coordinates"":[]}"
1083,149,134,88,77,339,438,322,423,472,508,442,443,764,773,625,587,660,648,607,516,860,744,343,303,1350,1423,0.98087925,0.81539464,4.0,4.0,1597.0,0.1006185228979286,51980.0,0.04491052842750867,33.05892,21.45105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1084,774,795,459,453,301,411,300,424,452,487,440,460,844,918,1155,1177,1421,1458,1701,1845,1556,1706,1293,1293,1350,1423,0.81695443,0.64602137,4.0,4.0,6479.0,0.04853666858242888,85472.0,0.017195375604607974,74.02188,76.79819,"{""type"":""MultiPoint"",""coordinates"":[]}"
1085,68,64,43,55,230,344,212,320,265,355,154,187,435,465,327,261,357,285,186,162,200,188,157,136,1350,1423,0.961626,0.70509875,4.0,4.0,3283.0,0.12442787233519348,50939.0,0.09360072839531579,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1086,68,64,43,55,230,344,151,298,255,322,136,167,435,465,327,261,357,285,186,162,264,242,157,136,1350,1423,0.6519292,0.7860099,4.0,4.0,3418.0,0.1354107963703919,57485.0,0.12146626653048283,32.879196,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1087,396,306,236,188,419,519,456,536,631,661,623,600,1087,1015,1225,1021,1220,1068,1234,974,954,720,346,289,1350,1423,0.5545939,0.4466175,4.0,4.0,5509.0,0.1302495192700097,229071.0,0.06614962319883753,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1088,154,119,99,72,312,423,527,574,772,742,742,720,1009,913,1043,883,1037,904,976,769,1332,1132,395,306,1350,1423,0.7585712,0.42071417,4.0,4.0,5113.0,0.11165905163053065,166472.0,0.053290164758568584,26.76667,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1089,184,149,118,88,312,423,471,516,611,606,604,554,741,728,774,733,885,836,978,845,1190,1084,395,306,1350,1423,0.79034406,0.8997147,4.0,4.0,2206.0,0.08999459231013111,65422.0,0.04023267951871274,34.022427,33.49265,"{""type"":""MultiPoint"",""coordinates"":[]}"
1090,184,149,118,88,312,423,248,396,429,442,396,407,741,728,774,733,885,836,978,845,1098,1024,395,306,1350,1423,0.9058553,0.8889013,4.0,4.0,2082.0,0.10749650721019095,77306.0,0.06871129681512238,58.667465,52.00659,"{""type"":""MultiPoint"",""coordinates"":[]}"
1091,114,100,76,70,323,431,340,482,472,508,471,469,656,710,547,504,641,629,664,604,864,735,477,393,1350,1423,0.8690874,0.9264015,4.0,4.0,2317.0,0.11759682993875091,70895.0,0.06187137333009919,28.47137,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1092,213,165,148,114,323,431,328,440,479,516,497,499,720,750,697,656,827,774,933,832,1011,875,477,393,1350,1423,0.51746315,0.97272563,4.0,4.0,2092.0,0.10831775217712754,75513.0,0.05757850750819611,36.466442,24.90483,"{""type"":""MultiPoint"",""coordinates"":[]}"
1093,320,292,171,165,356,459,425,476,565,594,492,508,893,939,863,783,884,938,877,879,606,611,596,481,1350,1423,0.88235873,0.94505346,4.0,4.0,2319.0,0.07853876678468023,45142.0,0.02919017710557786,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1094,332,239,183,136,290,399,328,472,534,568,486,496,942,953,1068,1015,1126,1247,1206,1104,1282,1116,817,824,1350,1423,0.9741858,0.622469,4.0,4.0,2649.0,0.10429442321503471,105640.0,0.05950427067222208,55.285927,43.996925,"{""type"":""MultiPoint"",""coordinates"":[]}"
1095,63,58,35,46,304,396,346,460,488,534,437,440,725,674,570,471,609,507,426,269,592,462,348,300,1350,1423,0.85447836,0.81560963,4.0,4.0,2636.0,0.1488272695361176,95719.0,0.10353282399560007,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1096,104,92,60,59,304,396,404,511,542,620,502,511,817,810,606,490,688,577,432,348,599,478,348,300,1350,1423,0.50948167,0.62297255,4.0,4.0,2180.0,0.13034236452907416,81379.0,0.07360985438949746,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1097,149,134,88,77,339,438,380,500,544,590,504,511,764,773,625,587,660,648,607,516,579,576,343,303,1350,1423,0.8389288,0.862509,4.0,4.0,2541.0,0.08958556260109643,43600.0,0.039589711582408746,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1098,292,256,149,149,299,413,363,472,496,524,461,461,810,824,983,949,1140,1061,1206,1036,929,920,843,792,1350,1423,0.63679296,0.911476,4.0,4.0,1822.0,0.0903413374671127,71461.0,0.039166255006176875,35.750988,35.00721,"{""type"":""MultiPoint"",""coordinates"":[]}"
1099,567,559,331,307,306,415,433,534,636,672,612,620,1008,1030,1227,1271,1288,1413,1478,1492,1498,1422,1206,1233,1350,1423,0.8534929,0.9058926,4.0,4.0,4431.0,0.05579791871420823,54157.0,0.017421490530176588,50.068893,45.396942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1100,68,64,43,55,230,344,186,316,291,386,188,205,435,465,327,261,357,285,186,162,206,189,157,136,1350,1423,0.8617071,0.41105938,4.0,4.0,3412.0,0.13115173504222968,56445.0,0.10537024490879651,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1101,396,306,236,188,419,519,449,520,602,666,578,581,1087,1015,1225,1021,1220,1068,1234,974,1048,814,346,289,1350,1423,0.40628392,0.49849162,4.0,4.0,5219.0,0.13115251854004192,230388.0,0.06720671336277607,27.554443,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1102,184,149,118,88,312,423,331,466,526,511,500,480,741,728,774,733,885,836,978,845,814,684,395,306,1350,1423,0.8228131,0.88364685,4.0,4.0,2296.0,0.11491416062228285,85386.0,0.06626841595503614,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1103,184,149,118,88,312,423,308,442,429,475,420,433,741,728,774,733,885,836,978,845,697,577,395,306,1350,1423,0.95152646,0.88051397,4.0,4.0,2271.0,0.1188288216756356,84277.0,0.072378387657506,20.488415,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1104,213,165,148,114,323,431,357,490,501,560,502,521,720,750,697,656,827,774,933,832,886,758,477,393,1350,1423,0.8313638,0.8601973,4.0,4.0,2206.0,0.1145820140496926,81015.0,0.06455784468950311,25.421616,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1105,213,165,148,114,323,431,397,540,543,606,539,564,720,750,697,656,827,774,933,832,963,870,477,393,1350,1423,0.7564276,0.8141934,4.0,4.0,2354.0,0.10925772025131196,76792.0,0.06017308682497644,26.390865,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1106,254,192,135,128,357,480,453,523,612,634,594,609,817,863,701,701,819,770,1016,781,1106,1044,391,301,1350,1423,0.64532804,0.92224747,4.0,4.0,2327.0,0.11872950757537201,101646.0,0.060414075641245325,29.640419,23.09895,"{""type"":""MultiPoint"",""coordinates"":[]}"
1107,320,292,171,165,356,459,445,545,664,714,625,621,893,939,863,783,884,938,877,879,952,874,596,481,1350,1423,0.73315483,0.98424375,4.0,4.0,2440.0,0.0878772730660241,60019.0,0.036283334136350064,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1108,320,292,171,165,356,459,420,506,606,623,548,556,893,939,863,783,884,938,877,879,1302,1274,596,481,1350,1423,0.60361195,0.7611919,4.0,4.0,2329.0,0.07680962527931824,49952.0,0.030088074604909712,47.946075,45.32769,"{""type"":""MultiPoint"",""coordinates"":[]}"
1109,332,239,183,136,290,399,355,482,528,584,506,502,942,953,1068,1015,1126,1247,1206,1104,1278,1256,817,824,1350,1423,0.81153655,0.8897374,4.0,4.0,3411.0,0.08628355572442446,75857.0,0.047362880759633616,52.27645,51.61593,"{""type"":""MultiPoint"",""coordinates"":[]}"
1110,56,50,41,41,225,332,297,430,402,466,328,377,657,687,623,507,654,546,442,299,550,454,454,359,1350,1423,0.70667624,0.6403756,4.0,4.0,2449.0,0.1594395634477268,105710.0,0.12348157905968461,21.324917,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1111,64,37,51,51,210,327,259,426,411,465,339,380,703,694,677,563,705,575,497,348,584,461,268,139,1350,1423,0.94187593,0.82956594,4.0,4.0,2954.0,0.17815418945275002,136181.0,0.18078787368115792,23.491398,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1112,66,48,69,32,210,327,293,407,414,451,351,376,744,716,810,627,863,687,657,431,659,491,268,139,1350,1423,0.6358349,0.57931644,4.0,4.0,4422.0,0.19014274670907713,196891.0,0.18116098245458673,30.289783,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1113,63,58,35,46,304,396,321,456,446,524,414,418,725,674,570,471,609,507,426,269,571,445,348,300,1350,1423,0.69060737,0.83522105,4.0,4.0,2578.0,0.1571202417272145,103899.0,0.11706837835753743,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1114,686,684,405,424,301,411,362,470,512,518,525,504,910,974,1172,1119,1343,1375,1643,1693,1598,1616,1293,1293,1350,1423,0.5342126,0.82983077,4.0,4.0,3550.0,0.0475447987950685,40688.0,0.01712075965998601,64.78203,68.07034,"{""type"":""MultiPoint"",""coordinates"":[]}"
1115,662,652,395,407,301,411,268,454,433,500,443,466,837,896,1146,1170,1350,1392,1671,1736,1578,1672,1293,1293,1350,1423,0.8008865,0.79312176,4.0,4.0,6746.0,0.05719323743481638,76169.0,0.031224632721631323,74.44944,74.87536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1116,208,126,129,83,338,436,282,391,400,446,375,370,818,797,873,625,848,771,864,612,675,529,559,525,1350,1423,0.81292737,0.8560843,4.0,4.0,4003.0,0.17155159892792718,191645.0,0.12659502029653488,26.98,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1117,123,81,61,64,230,344,290,412,458,485,392,384,709,728,651,555,696,639,598,399,414,372,157,136,1350,1423,0.88780636,0.9571918,4.0,4.0,2066.0,0.14527241682023886,90407.0,0.10618546488691447,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1118,123,81,61,64,230,344,208,362,339,386,310,310,709,728,651,555,696,639,598,399,702,644,157,136,1350,1423,0.98549753,0.7263233,4.0,4.0,2214.0,0.15238414120266586,102255.0,0.12750480610215564,44.467743,38.059032,"{""type"":""MultiPoint"",""coordinates"":[]}"
1119,283,223,179,143,368,482,347,468,560,584,514,496,916,935,1010,926,1085,1001,1109,987,1038,972,990,985,1350,1423,0.97598857,0.99705964,4.0,4.0,1840.0,0.08818538076018961,72500.0,0.04239959713010545,35.912422,33.61057,"{""type"":""MultiPoint"",""coordinates"":[]}"
1120,191,110,100,86,312,423,351,570,602,592,554,510,789,794,668,656,720,702,755,554,664,598,395,306,1350,1423,0.91770464,0.6196995,4.0,4.0,2416.0,0.1525144598675722,127575.0,0.12209289659194363,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1121,191,110,100,86,312,423,354,466,502,531,442,445,789,794,668,656,720,702,755,554,664,576,395,306,1350,1423,0.9730513,0.9499063,4.0,4.0,2329.0,0.13391563102927623,94360.0,0.09282953178389279,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1122,96,74,82,41,312,423,294,444,440,460,420,423,590,636,430,416,554,510,523,435,626,537,395,306,1350,1423,0.66666764,0.78256464,4.0,4.0,2291.0,0.12946318240566204,70558.0,0.09654326693453504,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
